   0.0000000000000000              (-1.498023441293128144025104120373725983E-0008,0.00000000000000000000000000000000000)
   1.2500000000000001E-002  (-1.498024605060696583604727697870177601E-0008,1.521636669215873565204575065934364569E-0008)
   2.5000000000000001E-002  (-1.498023141685347804406709980123659241E-0008,3.194653838676882079461930113677822940E-0008)
   3.7499999999999999E-002  (-1.498022283469844208797601748092998522E-0008,5.225468960241661137411196648293714525E-0008)
   5.0000000000000003E-002  (-1.498021170281337429029780632052633334E-0008,7.978768234415903699041446223396179125E-0008)
   6.2500000000000000E-002  (-1.498020659659968799809168383106838085E-0008,1.226595176650874028115206191563339859E-0007)
   7.4999999999999997E-002  (-1.498017721587296586361329436458264966E-0008,2.048311616947447808585184309311901601E-0007)
   8.7499999999999994E-002  (-1.498009116293950974090499570623107013E-0008,4.455992037039248790199535425586728591E-0007)
  0.10000000000000001               (1.483047860631005866663239452167018207E-0006,3.99999997082745081916990986905207538)
  0.11250000000000000      (-1.498044664497432608604711436998976753E-0008,-5.041773508872384908084652844689617666E-0007)
  0.12500000000000000      (-1.498036226208509358884854558498641317E-0008,-2.641213944336994644373194473444573748E-0007)
  0.13750000000000001      (-1.498033793252306110462956834043402586E-0008,-1.831751426607109723191116374292483213E-0007)
  0.14999999999999999      (-1.498032339903598905237058467839786325E-0008,-1.421046620277894282861638147816740769E-0007)
  0.16250000000000001      (-1.498031202811092273672139984669257267E-0008,-1.170481694951386448111819749179869318E-0007)
  0.17499999999999999      (-1.498030133058758991374665798985149582E-0008,-1.000420781352739079850922370813105773E-0007)
  0.18750000000000000      (-1.498029730978478866732822100482935384E-0008,-8.766693042123081662846818904949384137E-0008)
  0.20000000000000001      (-1.498029907514394396059089015360939368E-0008,-7.820850904413234606263198372257984628E-0008)
  0.21249999999999999      (-1.498029636786840605241813895361470486E-0008,-7.071127129482181452842031749193175630E-0008)
  0.22500000000000001      (-1.498030041669952467896932004933258802E-0008,-6.459958133561596870889403116539811002E-0008)
  0.23749999999999999      (-1.498028267435933475946392113651968046E-0008,-5.950539281351098883654884915282835917E-0008)
  0.25000000000000000      (-1.498029478292874727090107415158770248E-0008,-5.518205772659791940980449712175287245E-0008)
  0.26250000000000001      (-1.498029888157113882959192291268590951E-0008,-5.145780103737907987839099284084114326E-0008)
  0.27500000000000002      (-1.498028705801368054662371491169080606E-0008,-4.820918598417635855969385504287878677E-0008)
  0.28749999999999998      (-1.498028877499846702698388647350877303E-0008,-4.534509481136066042053201626269753606E-0008)
  0.29999999999999999      (-1.498028496301303371013561312959019545E-0008,-4.279668506838935287597989824079038840E-0008)
  0.31250000000000000      (-1.498028895289991951488142258714347499E-0008,-4.051096209956774699170866594770209566E-0008)
  0.32500000000000001      (-1.498028849641866106175264395320109407E-0008,-3.844636836747316352375775069911158620E-0008)
  0.33750000000000002      (-1.498029114636281453848295218041546453E-0008,-3.656988073500871378187248025385751428E-0008)
  0.34999999999999998      (-1.498028593597204610062835681428091600E-0008,-3.485485103646836935113396015358284596E-0008)
  0.36249999999999999      (-1.498028242862567779975701951013091968E-0008,-3.327956095925011465807144600412926220E-0008)
  0.37500000000000000      (-1.498028267171977108320244946385750272E-0008,-3.182607575023185521874370937774705475E-0008)
  0.38750000000000001      (-1.498028675094866144752571118858437082E-0008,-3.047948000208307409645322696549552448E-0008)
  0.40000000000000002      (-1.498028859723406255666477814769138382E-0008,-2.922723003889188472191531030800032992E-0008)
  0.41249999999999998      (-1.498028962917451740572381575181521704E-0008,-2.805873311380963110671636360524467975E-0008)
  0.42499999999999999      (-1.498028627155634298277243953256698285E-0008,-2.696492279964082754770727105262322634E-0008)
  0.43750000000000000      (-1.498029132893223379518882111067493490E-0008,-2.593804752729304058913485591446126491E-0008)
  0.45000000000000001      (-1.498028527266978780539665786583098149E-0008,-2.497138214079524618491732083965151358E-0008)
  0.46250000000000002      (-1.498029470005777137197316077481396207E-0008,-2.405910635952051504234791220733805719E-0008)
  0.47499999999999998      (-1.498028798965102389456171632059841693E-0008,-2.319612062063796628440987097958220851E-0008)
  0.48749999999999999      (-1.498029292552174967859343766176611279E-0008,-2.237796266450253247720109052676252440E-0008)
  0.50000000000000000              (1.99999998501972409422338780850220994,-2.160068652399190628103654244067553266E-0008)
  0.51249999999999996      (-1.498027899345092673530969440863754531E-0008,-2.086084147743435200492085602711698546E-0008)
  0.52500000000000002      (-1.498028654587149236246842405282808292E-0008,-2.015527497832676802874699396104039293E-0008)
  0.53749999999999998      (-1.498027644112845211882544483500640491E-0008,-1.948125269382996250652822255865299729E-0008)
  0.55000000000000004      (-1.498028535483992028462723466213390980E-0008,-1.883627575468799271250448078597713894E-0008)
  0.56250000000000000      (-1.498028240769273219937812351293166402E-0008,-1.821815050511875078352459006389107980E-0008)
  0.57499999999999996      (-1.498028230936935698237055279160183407E-0008,-1.762484745847714033538706107429490708E-0008)
  0.58750000000000002      (-1.498027977729631518857368047671804222E-0008,-1.705457571038639754350629942113670006E-0008)
  0.59999999999999998      (-1.498028111680748775713467763506167984E-0008,-1.650567277662707059547961870423209941E-0008)
  0.61250000000000004      (-1.498027452187736487721280689277824929E-0008,-1.597665803045068278611127449835126891E-0008)
  0.62500000000000000      (-1.498027435093874494281208849900413615E-0008,-1.546618774421436260828851061568918630E-0008)
  0.63749999999999996      (-1.498029108620148699744673944543186993E-0008,-1.497298631711284517795012701225924487E-0008)
  0.65000000000000002      (-1.498028120702301759142690150478018515E-0008,-1.449592414566746119772774947682078152E-0008)
  0.66249999999999998      (-1.498028168598613738523182340045159027E-0008,-1.403398830090481720619983986610627996E-0008)
  0.67500000000000004      (-1.498028019677290226192030423473955802E-0008,-1.358618747389509243467598072362065723E-0008)
  0.68750000000000000      (-1.498028381064005738772978636273772271E-0008,-1.315166252259140456355433980903362394E-0008)
  0.69999999999999996      (-1.498027908446502250627197847339984923E-0008,-1.272957575115752801435324820207375092E-0008)
  0.71250000000000002      (-1.498028263352123742911590295535035320E-0008,-1.231918862629798524293354406059304138E-0008)
  0.72499999999999998      (-1.498028399333761597842158902465255052E-0008,-1.191979460280631838823948739135416055E-0008)
  0.73750000000000004      (-1.498027722386523177015793285927456339E-0008,-1.153075276129820832416592387528765891E-0008)
  0.75000000000000000      (-1.498028012676897037364771083368208157E-0008,-1.115144985341616649800441674540712096E-0008)
  0.76249999999999996      (-1.498028853113153654115228491800478045E-0008,-1.078132660295098835441925735396037655E-0008)
  0.77500000000000002      (-1.498028037596669297179228107165437742E-0008,-1.041986404330014039898279979177990725E-0008)
  0.78749999999999998      (-1.498027712700380099890606606341223135E-0008,-1.006656387076145964851283935941891533E-0008)
  0.80000000000000004      (-1.498028160396426280436547736620882658E-0008,-9.720973643294808108984513386068699528E-0009)
  0.81250000000000000      (-1.498027826394199068899303058742620037E-0008,-9.382666383949804679904224636688012579E-0009)
  0.82499999999999996      (-1.498028302352874452329020984028656027E-0008,-9.051218427969277866750406892017881349E-0009)
  0.83750000000000002      (-1.498027928946980421140095632143582114E-0008,-8.726275128615304788253475703354384162E-0009)
  0.84999999999999998      (-1.498028018970138428379282336987626371E-0008,-8.407455630903091244842070329654220201E-0009)
  0.86250000000000004      (-1.498026621428280308298490044336352583E-0008,-8.094454761914834100983498064764065641E-0009)
  0.87500000000000000      (-1.498028984681663877335177986120186968E-0008,-7.786926479739324017646683716713278964E-0009)
  0.88749999999999996      (-1.498028632167102937652206657796295890E-0008,-7.484545805782078693754340071374819391E-0009)
  0.90000000000000002      (-1.498028451419598356782257986790763262E-0008,-7.187083598955640606681319483229019921E-0009)
  0.91249999999999998      (-1.498028199200238112981947809118265197E-0008,-6.894233069311614482842785965134264148E-0009)
