   0.0000000000000000                     (0.422000081324127405135726576190791104,0.00000000000000000000000000000000000)
  0.12500000000000000             (0.435547651083430944144496899201124837,-2.471220361985122666929639348751204312E-0002)
  0.25000000000000000             (0.482132300148252379262662607708004257,-5.483023693752691655090530269634769037E-0002)
  0.37500000000000000                   (0.587552039420639459803540880637438124,-0.100595192476157318167708363542436168)
  0.50000000000000000                   (0.850442809224138711517281815410168503,-0.195140111108841177636594953962830456)
  0.62500000000000000                    (2.03876710868150843273889077497916564,-0.588666021508464832854939687921108259)
  0.75000000000000000                    (-2.76916674076915500338822723582391224,0.967376405232286139729941205291487422)
  0.87500000000000000                   (-0.720518528174078796474286452108253571,0.296548575485056556369981541892515370)
   1.0000000000000000                   (-0.384485213970463796725600629635935173,0.182935406620660923078376059911053704)
   1.1250000000000000                   (-0.249151822605535466207633081870738489,0.135131713913943344747559704157306705)
   1.2500000000000000                   (-0.177226909983912567643397384919095419,0.108413790529289328947210383042989700)
   1.3750000000000000             (-0.133204880295715457325308160252174543,9.115784606449771105185700921652937357E-0002)
   1.5000000000000000             (-0.103824583571097120305172377530109342,7.898758864043403715300265495490231936E-0002)
   1.6250000000000000       (-8.302685867937446411500271084298354128E-0002,6.988130401122302130195755042071822417E-0002)
   1.7500000000000000       (-6.766003945450738629807384276568314389E-0002,6.277278928654032458542942473135746532E-0002)
   1.8750000000000000       (-5.592860411616841678076879331750644457E-0002,5.704466529903364638893595190453269897E-0002)
   2.0000000000000000               (1.95326195754064251838960341638867274,5.231361630888516999328890412056046542E-0002)
   2.1250000000000000       (-3.938529037164903546783226716320148030E-0002,4.832841431046138867846527177991860743E-0002)
   2.2500000000000000       (-3.339944594483576340604622284997907819E-0002,4.491712660427910827594787920425313995E-0002)
   2.3750000000000000       (-2.845413235953844390238444178188040298E-0002,4.195785596477125174455585322708927994E-0002)
   2.5000000000000000       (-2.431659639470609540287874480167719997E-0002,3.936160086902716833337616848610183284E-0002)
   2.6250000000000000       (-2.081679037616812273011837634476460047E-0002,3.706174427034548723526128162781797791E-0002)
   2.7500000000000000       (-1.782787192156374951541045159977134976E-0002,3.500735339766880150803371991655496372E-0002)
   2.8750000000000000       (-1.525350358999015133937238249492828305E-0002,3.315876537835084152732717146836563853E-0002)
   3.0000000000000000       (-1.301934859184633613654988099333439204E-0002,3.148459457652888995824875122398478937E-0002)
   3.1250000000000000       (-1.106723666128818106112989601737921105E-0002,2.995965250893314030146038596130416207E-0002)
   3.2500000000000000       (-9.351075439088514419269239352228120064E-0003,2.856346993459606017956004292356207637E-0002)
   3.3750000000000000       (-7.833930347825700268451690151282433757E-0003,2.727922611360079049174488258890523979E-0002)
   3.5000000000000000       (-6.485903396858176001320484162305399606E-0003,2.609295942702912813838906818380521047E-0002)
   3.6250000000000000       (-5.282568676533678823720436491721613629E-0003,2.499297624434910828186528694465439694E-0002)
   3.7500000000000000       (-4.203802423449829405633838479107370423E-0003,2.396940194778124501270766819847221855E-0002)
   3.8750000000000000       (-3.232897105888944147018431784365123119E-0003,2.301383552483836495333798624596011435E-0002)
   4.0000000000000000       (-2.355882849593275715489517890363976617E-0003,2.211908071339807503392112149036066626E-0002)
   4.1250000000000000       (-1.561002186102801163724310576530183915E-0003,2.127893448243368223211061873690329359E-0002)
   4.2500000000000000       (-8.382995264145168492369212466016435803E-0004,2.048801897839392232875289056964635083E-0002)
   4.3750000000000000       (-1.792974188672522886117927521465339491E-0004,1.974164679150221747744926996509163514E-0002)
   4.5000000000000000        (4.232608806049552532434597804987185755E-0004,1.903571202834971504017181459231880976E-0002)
   4.6250000000000000        (9.756176930571037304998065141191202574E-0004,1.836660156261239625425046427960302342E-0002)
   4.7500000000000000        (1.483167409876976299200448475159809949E-0003,1.773112220316085836810603132113699380E-0002)
   4.8750000000000000        (1.950591776377537121353877605500275736E-0003,1.712644052220122937165474043572799170E-0002)
   5.0000000000000000        (2.381970510222805050191306960541596658E-0003,1.655003283019766478322970602446032124E-0002)
   5.1250000000000000        (2.780872287909617401751956067444127795E-0003,1.599964334177801905627815823803284895E-0002)
   5.2500000000000000        (3.150430000852567086419973112665218002E-0003,1.547324899842561816487099062722437968E-0002)
   5.3750000000000000        (3.493403327854197704744538510056131347E-0003,1.496902973529080909175205090379048950E-0002)
   5.5000000000000000        (3.812231019816218952358561607512461230E-0003,1.448534322692502759547437331054615471E-0002)
   5.6250000000000000        (4.109074793250251162954208861828724031E-0003,1.402070333847046376765085731902976137E-0002)
   5.7500000000000000        (4.385856343108277078073546890876077025E-0003,1.357376165864592980511044589550712288E-0002)
   5.8750000000000000        (4.644288685201139748176942624036754434E-0003,1.314329160863082817319121420584672167E-0002)
   6.0000000000000000        (4.885902803264425953035207608939723241E-0003,1.272817471419656902300235115613929379E-0002)
   6.1250000000000000        (5.112070390432061386969691495611152415E-0003,1.232738870267261468382953766877774461E-0002)
   6.2500000000000000        (5.324023327983881636083753341081234322E-0003,1.193999714580984309340972615847661883E-0002)
   6.3750000000000000        (5.522870427222038538772501156212522486E-0003,1.156514041757391866060163483849544984E-0002)
   6.5000000000000000        (5.709611866541675569581898634799399839E-0003,1.120202777466169868521879064468654177E-0002)
   6.6250000000000000        (5.885151680280628160034128697110922990E-0003,1.084993039916984866429024188249294361E-0002)
   6.7500000000000000        (6.050308594829740872380149470844383447E-0003,1.050817526867340776084100192399473562E-0002)
   6.8750000000000000        (6.205825457889069690673314129227163157E-0003,1.017613974022531839001074046116820706E-0002)
   7.0000000000000000        (6.352377466178089634640756238474157486E-0003,9.853246752277040160731296232644105727E-0003)
   7.1250000000000000        (6.490579363751001780036085011224463363E-0003,9.538960563106523302582134471165272834E-0003)
   7.2500000000000000        (6.620991755678739350409796514617617701E-0003,9.232782956362425167437917493036682978E-0003)
   7.3750000000000000        (6.744126659314308680183770663738106311E-0003,8.934249854499619539461855401551692388E-0003)
   7.5000000000000000        (6.860452396616604328462954065454513141E-0003,8.642928289265060561336425834880173297E-0003)
   7.6250000000000000        (6.970397915385144602619796995104407952E-0003,8.358413685603844585687342136472328878E-0003)
   7.7500000000000000        (7.074356614322765983294058471503549805E-0003,8.080327421294977967314435299411676267E-0003)
   7.8750000000000000        (7.172689735843463639727631672657341217E-0003,7.808314629762172130831633715665453758E-0003)
   8.0000000000000000        (7.265729381456874869900365967470917792E-0003,7.542042217823036139861478889772967666E-0003)
   8.1250000000000000        (7.353781196781646442829040385800010640E-0003,7.281197073791075977224799059923225711E-0003)
   8.2500000000000000        (7.437126766714719569038814784179924520E-0003,7.025484444576224373643941484449454510E-0003)
   8.3750000000000000        (7.516025755782185624520321259563881073E-0003,6.774626463042716289151109225324253809E-0003)
   8.5000000000000000        (7.590717823930116105232339345701271622E-0003,6.528360809253709262047047042199622993E-0003)
   8.6250000000000000        (7.661424344022611190223292578265886492E-0003,6.286439491216606437190459216471496580E-0003)
   8.7500000000000000        (7.728349943887410456738526013534287753E-0003,6.048627732478633999257958402357827667E-0003)
   8.8750000000000000        (7.791683892793746344746542765965312353E-0003,5.814702955403986931640353352597329762E-0003)
   9.0000000000000000        (7.851601349722574964372048789183696245E-0003,5.584453850264639983542028501082209165E-0003)
   9.1250000000000000        (7.908264488602209510977617366078667603E-0003,5.357679521414167921261642165859761518E-0003)
   9.2500000000000000        (7.961823513836825136118538950675813912E-0003,5.134188702778599431335911564102655024E-0003)
   9.3750000000000000        (8.012417577765661793510451409196952798E-0003,4.913799035778637175410194087301913745E-0003)
   9.5000000000000000        (8.060175610364048493997631674354977346E-0003,4.696336403518356335187960918596966985E-0003)
   9.6250000000000000        (8.105217070181530086280938821589320838E-0003,4.481634315769644576731957961819648052E-0003)
