   0.0000000000000000              (-7.490115810915298766303749289363622378E-0009,0.00000000000000000000000000000000000)
   1.2500000000000001E-002  (-7.490133493974701653260866363557354626E-0009,7.608176891641867049198476799702541197E-0009)
   2.5000000000000001E-002  (-7.490113875507692543293448223414296971E-0009,1.597328447172831140056846741031873818E-0008)
   3.7499999999999999E-002  (-7.490104379031677792314455224648581239E-0009,2.612734731780685268878176365412674103E-0008)
   5.0000000000000003E-002  (-7.490095622153279921350503266850051263E-0009,3.989384327507680689122740546548951484E-0008)
   6.2500000000000000E-002  (-7.490101830871768609984734377333787536E-0009,6.132975464942684775444229229065959939E-0008)
   7.4999999999999997E-002  (-7.490086871523475837830433218164622268E-0009,1.024155809969388391731079670363588699E-0007)
   8.7499999999999994E-002  (-7.490045346858956121929672058159417241E-0009,2.227996003450035705341423844764771147E-0007)
  0.10000000000000001               (7.415239365360362707722574232238177668E-0007,1.99999998541372146518557317251320717)
  0.11250000000000000      (-7.490220595336607149767763269834028570E-0009,-2.520886844359585548810940152935035663E-0007)
  0.12500000000000000      (-7.490182989817644521759218082363976096E-0009,-1.320607056862157719744070511868422377E-0007)
  0.13750000000000001      (-7.490175994453694378002672824972313193E-0009,-9.158757643578451622770260529814292968E-0008)
  0.14999999999999999      (-7.490168150294304834882248254492731193E-0009,-7.105233056586494894983232942463358238E-0008)
  0.16250000000000001      (-7.490159061282508335536698938435324327E-0009,-5.852408198560972263476651208189029353E-0008)
  0.17499999999999999      (-7.490149632430204401631406477839491282E-0009,-5.002103862957359386169703920350229705E-0008)
  0.18750000000000000      (-7.490147601500252544270804612368734389E-0009,-4.383346680202571311083089083057974455E-0008)
  0.20000000000000001      (-7.490152517822868846200110100644019591E-0009,-3.910425822254896769198241199376960299E-0008)
  0.21249999999999999      (-7.490150760728024237688047186372845342E-0009,-3.535563545222518480349086034528459421E-0008)
  0.22500000000000001      (-7.490158113619086143043975106350722941E-0009,-3.229979112257931043537246661992952235E-0008)
  0.23749999999999999      (-7.490132879024572342300310149227572888E-0009,-2.975269480782716267091479075536061818E-0008)
  0.25000000000000000      (-7.490152218155999919703744988465977332E-0009,-2.759103411915108502333445316056457982E-0008)
  0.26250000000000001      (-7.490158829479266839443027116934420395E-0009,-2.572890026507394083672215470421623549E-0008)
  0.27500000000000002      (-7.490142157780221738489264185528326059E-0009,-2.410458667045967271431774831199348988E-0008)
  0.28749999999999998      (-7.490144925122517786769499596879603862E-0009,-2.267254698210612022065873807364362959E-0008)
